credit_score,annual_income,loan_amount,debt_to_income,employment_length,home_ownership,loan_purpose,interest_rate,open_accounts,delinquencies_2yr,loan_default
552,26010.65,14915.95,1.07,3,MORTGAGE,debt_consolidation,20.28,10,1,1
570,47637.6,8202.81,19.54,0,MORTGAGE,debt_consolidation,11.77,9,1,0
823,45319.78,6385.91,27.69,3,OWN,major_purchase,9.83,6,0,0
629,32444.33,8577.18,31.71,1,OWN,major_purchase,13.05,9,0,0
705,57062.19,4476.73,17.15,5,MORTGAGE,debt_consolidation,15.39,11,1,1
731,94389.44,18889.2,15.69,4,RENT,home_improvement,21.24,15,0,0
733,91479.57,7616.01,14.19,0,RENT,credit_card,15.48,11,0,0
558,70391.8,17672.59,31.17,6,RENT,credit_card,12.35,12,0,1
661,20994.98,19463.22,14.18,2,MORTGAGE,credit_card,15.74,10,0,0
550,25135.18,26270.4,45.84,1,OWN,credit_card,6.47,5,2,0
850,53267.65,15935.32,14.08,6,RENT,home_improvement,15.76,5,0,0
552,48188.83,29368.09,39.55,8,MORTGAGE,debt_consolidation,15.35,13,0,0
596,38214.11,35251.99,15.99,13,RENT,debt_consolidation,16.81,9,0,1
596,127091.38,16006.51,31.74,9,RENT,credit_card,22.29,11,0,0
560,51685.37,16696.74,34.95,3,OWN,debt_consolidation,16.37,8,0,0
788,64293.02,9043.2,8.72,40,MORTGAGE,other,16.25,7,0,0
850,80333.9,6691.96,19.0,2,MORTGAGE,debt_consolidation,18.6,3,0,0
641,50386.53,32776.01,6.38,3,MORTGAGE,debt_consolidation,24.41,9,0,1
574,179069.82,20414.91,25.53,7,MORTGAGE,credit_card,19.52,13,0,0
501,30632.41,21607.17,45.47,8,MORTGAGE,debt_consolidation,8.91,12,0,0
660,36205.42,8835.24,29.81,2,MORTGAGE,home_improvement,13.67,8,0,0
654,30594.86,41637.02,35.08,1,MORTGAGE,home_improvement,7.7,12,0,1
627,107079.75,11384.07,14.15,12,RENT,home_improvement,5.66,11,1,1
697,73206.75,7621.37,23.41,0,OWN,debt_consolidation,21.38,15,0,1
711,37343.87,8941.23,37.04,3,RENT,major_purchase,12.11,11,0,1
705,31826.73,40128.18,6.57,8,MORTGAGE,debt_consolidation,10.33,7,1,0
654,97972.81,6138.08,6.09,1,RENT,credit_card,14.7,8,1,0
591,58738.1,7896.81,11.22,1,OWN,other,9.1,13,0,0
733,99231.32,100000.0,11.84,7,MORTGAGE,credit_card,5.95,9,0,0
681,47568.47,25815.4,48.12,22,OWN,other,18.38,10,0,1
751,63308.04,7997.31,7.93,6,RENT,home_improvement,9.39,6,0,0
743,56960.53,6266.59,5.26,5,RENT,credit_card,5.53,12,0,0
566,35880.32,4142.74,6.88,3,MORTGAGE,home_improvement,19.76,10,1,0
565,45612.08,14299.5,10.15,8,MORTGAGE,other,23.95,6,0,0
619,27115.16,22239.25,18.44,3,MORTGAGE,major_purchase,7.33,10,0,0
595,62758.76,38683.13,9.86,19,RENT,debt_consolidation,14.31,12,0,1
740,71727.13,3548.26,4.39,3,MORTGAGE,major_purchase,9.17,7,0,0
708,80425.02,5282.91,6.83,7,MORTGAGE,debt_consolidation,5.85,11,1,0
767,68409.87,12287.22,39.48,6,MORTGAGE,debt_consolidation,12.85,6,0,0
711,45976.93,94029.99,26.0,4,MORTGAGE,credit_card,21.04,13,0,0
696,106509.06,24838.04,37.29,19,RENT,credit_card,11.19,7,0,1
775,76584.83,17343.27,8.83,4,MORTGAGE,debt_consolidation,6.91,9,1,0
717,98152.06,5667.78,15.26,4,MORTGAGE,major_purchase,17.05,7,1,0
685,101279.91,3029.07,49.12,0,RENT,debt_consolidation,21.81,6,0,1
798,46036.98,13728.03,4.28,2,OWN,debt_consolidation,11.91,10,1,0
689,59512.39,12462.03,21.93,13,RENT,credit_card,13.97,10,0,1
655,72206.3,11075.99,14.79,2,MORTGAGE,credit_card,8.38,10,2,0
612,27596.08,10236.31,0.37,4,RENT,debt_consolidation,24.83,11,0,0
736,27903.67,7912.13,27.62,0,MORTGAGE,major_purchase,24.32,12,0,0
778,25599.91,6738.89,27.5,4,OWN,debt_consolidation,21.03,9,1,1
675,46441.56,35335.93,16.02,6,MORTGAGE,credit_card,6.45,7,1,0
784,41495.55,7182.7,23.61,15,MORTGAGE,major_purchase,11.01,9,1,0
522,23912.69,11011.51,19.6,0,RENT,major_purchase,8.93,5,0,0
675,52821.79,12999.23,23.21,1,RENT,home_improvement,7.34,7,0,0
676,46732.29,21903.38,42.4,0,MORTGAGE,debt_consolidation,13.42,10,1,0
621,88532.07,7359.29,35.7,10,MORTGAGE,debt_consolidation,13.35,19,0,0
850,134119.91,26493.31,14.01,6,MORTGAGE,credit_card,24.18,8,0,0
674,61588.18,8903.8,11.98,2,OWN,other,19.54,11,0,0
647,34602.62,11928.34,36.26,0,MORTGAGE,debt_consolidation,6.58,7,1,0
682,67735.26,42199.73,11.23,1,MORTGAGE,major_purchase,6.03,9,0,1
519,49249.35,6778.7,45.38,3,OWN,major_purchase,24.0,10,1,1
619,43474.83,22128.76,41.64,2,RENT,other,21.07,11,0,0
758,31862.96,26990.16,12.63,0,MORTGAGE,debt_consolidation,5.79,7,0,1
629,38866.58,16596.19,40.08,3,OWN,debt_consolidation,22.16,19,0,0
613,44851.15,12304.6,9.57,1,RENT,debt_consolidation,14.82,11,0,0
784,73280.38,59159.52,1.24,11,MORTGAGE,credit_card,19.89,6,1,0
787,63291.91,13230.87,48.06,1,MORTGAGE,major_purchase,16.67,9,0,0
721,122123.5,15411.27,38.07,0,MORTGAGE,other,18.65,8,1,0
643,68676.96,10555.81,24.45,0,MORTGAGE,debt_consolidation,11.52,6,0,0
660,60605.9,14850.03,42.16,13,RENT,major_purchase,15.39,6,0,0
615,42061.36,26235.86,3.79,9,MORTGAGE,major_purchase,8.95,10,0,0
600,29180.87,11018.01,36.98,2,RENT,credit_card,12.93,7,0,0
596,36866.31,3053.45,47.82,3,MORTGAGE,credit_card,6.87,8,0,0
630,34547.16,19139.3,40.93,4,RENT,major_purchase,18.23,13,1,1
597,20000.0,6280.26,21.58,20,RENT,major_purchase,6.19,7,0,0
554,29604.57,22456.01,17.32,1,RENT,other,10.93,9,0,0
697,109218.41,13347.34,44.62,2,OWN,credit_card,7.03,13,0,0
698,58941.46,25852.86,14.58,0,RENT,credit_card,18.31,10,0,0
816,40608.72,6878.52,46.87,4,MORTGAGE,major_purchase,14.37,8,0,0
626,59828.65,9185.17,15.99,1,MORTGAGE,debt_consolidation,12.29,16,0,1
703,20000.0,10529.91,6.25,13,RENT,major_purchase,14.49,10,0,0
705,56446.52,4733.42,11.79,0,MORTGAGE,debt_consolidation,8.22,15,0,0
659,92850.52,29085.47,25.97,1,MORTGAGE,credit_card,22.82,10,1,0
739,46140.3,4282.12,6.56,5,RENT,home_improvement,11.93,9,0,0
742,20211.46,28799.68,19.0,3,RENT,debt_consolidation,18.42,11,1,0
706,39856.06,17981.14,45.29,3,MORTGAGE,debt_consolidation,23.91,7,0,1
659,92932.71,11623.6,4.69,1,RENT,debt_consolidation,7.49,12,0,0
651,55788.04,17010.42,30.73,2,OWN,debt_consolidation,18.54,13,0,0
570,24121.17,16687.47,20.19,0,MORTGAGE,debt_consolidation,5.16,11,0,0
615,160141.74,10094.04,32.37,0,MORTGAGE,debt_consolidation,23.97,11,0,1
630,26189.03,16460.27,24.48,0,MORTGAGE,home_improvement,11.77,6,2,0
590,43414.02,22288.55,43.84,2,MORTGAGE,credit_card,10.81,10,0,0
715,29181.99,6896.17,20.12,0,MORTGAGE,debt_consolidation,11.14,10,1,0
775,29202.19,17023.27,25.42,5,RENT,debt_consolidation,24.8,7,0,0
607,39101.83,2125.1,6.51,3,RENT,home_improvement,10.93,9,0,0
702,67378.08,3460.89,24.52,1,MORTGAGE,debt_consolidation,23.23,9,0,0
597,93457.84,19834.31,5.74,4,MORTGAGE,credit_card,22.98,6,0,1
655,40413.37,9971.83,29.16,0,MORTGAGE,home_improvement,22.1,5,0,1
624,29582.2,7351.01,21.37,5,MORTGAGE,other,8.17,7,1,0
728,62275.27,12872.93,39.17,1,MORTGAGE,debt_consolidation,18.19,14,0,1
625,63195.08,10125.72,20.92,3,MORTGAGE,debt_consolidation,12.6,7,0,1
760,55281.2,6687.36,31.53,0,RENT,debt_consolidation,14.46,10,0,0
660,56267.36,4241.47,2.95,5,RENT,major_purchase,8.08,14,0,0
628,46337.96,3368.73,35.5,4,MORTGAGE,credit_card,24.54,10,0,1
579,51486.53,22407.58,47.87,7,MORTGAGE,home_improvement,10.31,7,1,0
700,44764.67,9939.28,22.39,7,RENT,credit_card,22.17,8,0,0
751,83710.68,26335.8,0.49,5,OWN,credit_card,6.2,12,0,1
701,149377.17,9868.91,30.18,3,MORTGAGE,other,20.85,12,0,0
850,53628.0,17128.16,7.26,3,RENT,debt_consolidation,20.94,7,0,0
794,48859.98,12236.97,23.4,2,RENT,debt_consolidation,10.22,11,0,0
655,55710.88,13781.92,1.62,1,RENT,other,16.35,10,0,0
654,35278.86,14258.75,22.14,0,MORTGAGE,debt_consolidation,10.95,8,0,0
717,71861.02,9779.12,43.72,5,RENT,debt_consolidation,9.21,4,0,0
612,61119.62,5649.18,6.77,8,RENT,debt_consolidation,17.36,5,2,0
773,39726.15,22840.54,24.92,5,RENT,major_purchase,19.51,11,2,0
708,76959.41,40761.07,12.69,21,MORTGAGE,other,19.25,6,1,0
700,49488.46,42678.51,13.05,5,MORTGAGE,credit_card,21.77,9,0,0
734,30181.12,9069.85,32.17,4,MORTGAGE,other,19.3,4,0,0
817,58442.71,7996.67,37.41,4,RENT,debt_consolidation,12.65,13,0,0
693,55187.75,9063.42,43.66,0,MORTGAGE,credit_card,24.58,11,0,0
670,79237.83,11812.5,13.91,0,MORTGAGE,credit_card,24.12,6,0,0
800,74293.11,12878.02,3.54,1,RENT,debt_consolidation,14.04,7,0,0
757,46415.41,6643.87,22.11,2,MORTGAGE,credit_card,24.42,9,0,0
654,38714.0,4741.86,29.23,4,OWN,credit_card,24.66,7,2,1
680,49063.56,13835.04,36.98,0,RENT,home_improvement,19.87,7,0,0
695,58785.73,1128.58,37.8,1,MORTGAGE,major_purchase,21.15,15,0,0
708,62434.74,12450.8,43.18,5,MORTGAGE,debt_consolidation,7.28,11,0,0
571,56994.28,6895.86,1.56,4,MORTGAGE,debt_consolidation,10.41,8,0,0
556,46845.91,23065.84,49.05,3,RENT,other,7.45,5,0,1
609,80693.11,27815.38,48.34,22,MORTGAGE,home_improvement,8.06,9,0,0
602,34991.1,28278.92,1.78,5,MORTGAGE,debt_consolidation,20.54,18,0,0
628,169346.42,10482.76,15.66,2,RENT,credit_card,9.09,11,0,0
730,71792.49,6035.41,38.28,3,MORTGAGE,major_purchase,12.56,8,1,0
666,27896.52,7553.64,23.93,0,OWN,debt_consolidation,13.73,13,0,1
695,53777.73,16339.28,0.23,2,RENT,debt_consolidation,6.37,8,0,1
582,72138.4,4221.29,17.74,4,OWN,credit_card,22.23,15,1,0
643,41163.84,35436.04,28.95,1,MORTGAGE,debt_consolidation,21.91,6,0,0
726,23212.08,10599.47,43.98,1,MORTGAGE,other,5.38,10,0,0
727,29157.52,18960.66,41.46,5,MORTGAGE,debt_consolidation,16.84,8,0,0
622,64282.74,3839.13,47.32,2,RENT,home_improvement,16.97,9,0,0
692,20387.8,6987.04,23.4,1,MORTGAGE,home_improvement,17.5,9,0,0
850,23749.76,3519.33,39.91,4,MORTGAGE,debt_consolidation,10.17,11,0,0
678,64113.96,27305.21,5.04,9,MORTGAGE,debt_consolidation,8.38,8,0,0
624,43858.57,11942.48,25.92,0,MORTGAGE,debt_consolidation,6.73,9,0,0
666,34617.33,19928.65,45.83,1,RENT,credit_card,19.43,9,0,1
687,38278.13,13966.12,41.94,6,MORTGAGE,debt_consolidation,14.85,9,1,1
667,23496.18,18544.57,32.78,0,MORTGAGE,other,17.26,12,1,0
677,62456.57,10549.05,7.46,8,RENT,home_improvement,16.15,12,1,0
564,32752.29,11585.6,9.1,5,MORTGAGE,debt_consolidation,18.16,7,0,0
602,37501.04,12528.83,33.93,14,RENT,debt_consolidation,19.11,10,0,1
668,58302.05,17746.47,16.28,4,MORTGAGE,debt_consolidation,9.23,3,2,0
666,43117.59,18078.58,16.47,12,RENT,major_purchase,18.76,6,1,0
634,34464.1,95607.43,42.38,3,MORTGAGE,major_purchase,10.52,7,1,0
665,20000.0,43352.58,1.02,2,RENT,credit_card,5.55,9,0,0
684,58906.87,3846.31,19.63,3,MORTGAGE,credit_card,21.38,10,0,1
751,50995.69,12086.28,11.91,2,RENT,credit_card,20.03,13,1,0
672,37846.97,10055.48,1.36,2,RENT,home_improvement,20.05,10,0,1
711,29181.8,32731.44,10.83,4,RENT,major_purchase,12.51,10,0,0
636,49334.61,10710.46,9.21,12,RENT,debt_consolidation,20.47,10,0,0
725,62332.35,18490.31,25.22,6,MORTGAGE,other,10.8,10,0,0
710,51476.44,2602.06,21.76,9,OWN,debt_consolidation,10.96,8,0,0
749,111194.12,4630.77,23.58,16,OWN,debt_consolidation,12.32,10,0,0
737,69730.09,57791.98,43.9,2,MORTGAGE,major_purchase,19.47,9,1,0
727,46460.53,13837.96,24.72,3,MORTGAGE,credit_card,9.97,6,0,0
672,70908.06,6641.4,31.95,1,MORTGAGE,debt_consolidation,6.49,17,0,0
699,50228.16,15835.5,32.37,0,OWN,debt_consolidation,10.18,13,1,0
765,50141.1,6392.36,25.84,9,MORTGAGE,debt_consolidation,14.18,17,2,0
627,93730.78,10955.96,15.24,6,RENT,debt_consolidation,11.38,9,0,0
629,31287.41,4832.73,45.16,6,RENT,other,19.39,10,1,1
694,49595.47,7691.68,21.91,8,OWN,home_improvement,6.55,13,0,0
713,88863.34,9982.26,28.56,2,MORTGAGE,credit_card,18.12,14,1,0
614,57210.65,29275.01,27.96,1,RENT,major_purchase,11.28,9,0,1
674,40760.69,18487.17,41.38,2,MORTGAGE,debt_consolidation,8.68,7,0,1
672,20887.79,20888.77,26.73,4,RENT,debt_consolidation,9.66,14,2,0
502,20000.0,13120.85,22.85,0,MORTGAGE,debt_consolidation,8.97,13,1,0
662,138425.92,23765.6,23.0,0,RENT,debt_consolidation,22.22,11,1,0
667,57196.95,7248.4,39.0,7,MORTGAGE,debt_consolidation,10.91,5,0,0
667,36605.85,7999.27,16.5,10,RENT,credit_card,21.26,9,0,0
793,58379.99,17770.83,46.74,8,RENT,debt_consolidation,10.8,11,0,0
582,30520.78,10988.42,42.33,14,RENT,debt_consolidation,5.07,8,0,0
614,41539.47,13230.87,6.92,0,RENT,credit_card,5.14,14,0,0
471,30623.71,11909.66,15.86,1,RENT,home_improvement,12.35,9,0,1
641,24181.98,32125.82,45.28,1,RENT,other,22.08,4,0,0
648,20000.0,33319.13,13.92,1,MORTGAGE,major_purchase,16.83,10,0,0
639,22052.28,8618.65,15.88,2,OWN,debt_consolidation,18.59,13,0,1
768,81686.49,3897.5,10.87,4,OWN,debt_consolidation,13.29,5,0,0
748,29928.28,8118.92,2.72,0,RENT,credit_card,10.51,18,0,1
686,64051.71,7130.44,23.92,28,RENT,credit_card,17.86,17,1,0
650,79088.57,23914.11,37.74,10,MORTGAGE,major_purchase,16.59,11,0,0
762,49428.86,25446.88,33.0,4,RENT,major_purchase,5.7,9,0,0
678,42222.83,6491.49,1.38,2,MORTGAGE,credit_card,16.06,6,1,0
614,52392.12,7878.14,26.17,1,RENT,other,17.61,11,0,0
542,39802.69,4744.27,16.51,20,RENT,debt_consolidation,12.37,10,0,0
644,89496.49,14677.41,32.09,9,MORTGAGE,home_improvement,11.84,6,0,0
740,125275.04,12946.21,20.26,1,MORTGAGE,home_improvement,20.75,7,0,1
850,101205.25,23211.09,49.03,8,MORTGAGE,credit_card,12.42,7,1,0
684,20000.0,18920.32,41.42,13,OWN,debt_consolidation,10.73,7,1,0
618,39398.64,20478.73,35.02,6,MORTGAGE,debt_consolidation,20.69,7,0,1
585,49122.85,4539.62,25.78,4,MORTGAGE,debt_consolidation,24.7,14,1,1
724,61791.99,8617.69,29.56,3,RENT,debt_consolidation,8.7,6,1,0
538,20668.02,25957.82,22.11,15,RENT,home_improvement,12.57,5,0,0
724,20502.01,9163.62,39.73,3,MORTGAGE,debt_consolidation,5.05,9,1,0
745,94220.67,4275.7,45.41,11,RENT,major_purchase,14.71,12,0,0
714,37065.44,23519.68,49.95,10,RENT,credit_card,10.66,8,1,1
662,23302.05,8918.78,29.94,0,RENT,credit_card,21.51,9,0,1
725,28231.1,28109.02,34.09,2,OWN,debt_consolidation,23.32,3,0,0
693,59589.66,13188.62,19.99,4,OWN,debt_consolidation,7.32,6,2,0
617,32491.25,11003.25,0.42,0,RENT,credit_card,22.28,5,0,0
828,55315.74,34690.93,35.16,0,RENT,debt_consolidation,9.3,2,0,0
651,30050.55,5367.63,46.7,15,OWN,other,11.16,10,0,0
742,20494.26,36459.41,42.98,2,MORTGAGE,home_improvement,22.71,10,1,0
486,99926.49,8539.44,43.93,0,MORTGAGE,debt_consolidation,12.3,13,0,1
782,59819.98,14967.84,20.11,1,MORTGAGE,credit_card,5.34,11,0,0
797,41486.55,15067.18,35.68,2,RENT,major_purchase,6.04,10,0,0
682,37771.84,9907.19,31.92,1,OWN,other,11.75,13,0,0
724,101971.66,7836.29,27.05,0,MORTGAGE,other,22.69,13,0,0
724,65891.52,10312.63,7.58,2,MORTGAGE,major_purchase,6.77,12,1,0
628,86977.65,6566.96,28.77,18,MORTGAGE,debt_consolidation,8.91,7,0,0
723,36612.82,52752.82,14.93,3,MORTGAGE,credit_card,24.35,12,2,0
615,50278.52,9539.61,35.18,12,RENT,home_improvement,13.23,6,0,0
631,59940.01,30069.39,47.24,4,RENT,major_purchase,22.45,9,1,1
770,37233.55,27419.81,36.38,3,RENT,major_purchase,12.67,12,0,0
757,46734.31,17223.86,12.98,9,RENT,credit_card,15.37,15,1,0
623,36614.32,12149.27,23.26,7,MORTGAGE,debt_consolidation,23.94,13,0,1
621,59845.98,15300.6,28.24,2,RENT,credit_card,24.13,11,3,0
628,25318.81,19940.71,36.31,2,MORTGAGE,other,8.31,3,0,1
738,65250.24,14333.12,7.39,10,MORTGAGE,credit_card,18.54,15,0,0
600,57259.94,4461.66,26.28,1,MORTGAGE,debt_consolidation,13.48,10,0,0
708,44282.54,3741.28,43.01,0,MORTGAGE,credit_card,8.0,9,0,0
739,61375.04,38418.4,1.38,4,RENT,home_improvement,5.52,11,1,0
672,40844.59,2112.65,36.38,3,RENT,other,15.16,9,0,1
760,35064.15,15321.0,44.02,2,MORTGAGE,credit_card,6.87,9,0,0
655,64335.26,11333.47,39.79,0,RENT,home_improvement,23.77,8,0,1
662,65742.9,14951.41,46.59,2,MORTGAGE,debt_consolidation,10.0,13,1,0
601,38038.91,6015.07,39.14,6,RENT,debt_consolidation,13.8,8,0,0
761,36441.88,17076.77,25.9,14,MORTGAGE,debt_consolidation,19.53,9,0,0
618,44735.08,15432.2,23.85,1,RENT,home_improvement,15.15,10,0,1
707,37197.51,92291.58,1.59,7,MORTGAGE,other,12.55,9,0,0
674,105088.65,14632.29,0.93,1,MORTGAGE,major_purchase,17.59,5,0,0
595,57425.16,34329.65,31.97,13,RENT,credit_card,8.95,6,2,0
631,49379.97,4679.38,13.77,2,MORTGAGE,credit_card,14.82,7,0,0
790,30749.76,27284.3,15.35,0,MORTGAGE,major_purchase,24.26,16,0,0
696,70933.26,15652.58,40.35,0,RENT,other,20.7,16,0,0
599,36105.39,16136.15,5.56,3,MORTGAGE,home_improvement,11.69,11,0,0
704,35370.25,16293.12,14.19,8,MORTGAGE,home_improvement,23.25,9,0,0
668,72135.92,44109.78,34.25,10,RENT,home_improvement,22.5,7,0,1
850,59495.82,15971.69,1.53,8,RENT,credit_card,10.43,11,0,0
702,20000.0,7716.49,25.99,1,MORTGAGE,credit_card,23.68,7,2,0
649,45302.37,8680.58,4.27,8,MORTGAGE,other,14.71,11,0,0
793,52195.93,23670.6,38.08,8,OWN,credit_card,23.66,20,0,0
532,41365.48,18273.71,31.73,1,RENT,credit_card,15.99,10,1,1
687,53113.26,4576.4,30.43,3,MORTGAGE,debt_consolidation,6.93,9,0,0
839,20000.0,19153.66,11.06,1,RENT,credit_card,7.78,14,0,0
670,20000.0,6262.66,36.23,3,RENT,debt_consolidation,14.96,9,0,0
541,30099.56,18156.44,15.08,6,RENT,debt_consolidation,5.5,3,0,1
648,56450.73,7601.59,28.54,5,RENT,other,20.37,12,0,1
796,20000.0,10970.47,4.6,6,MORTGAGE,other,11.15,15,0,0
710,32151.9,9123.73,4.8,0,MORTGAGE,other,5.63,13,0,1
612,20000.0,38686.23,9.7,8,MORTGAGE,debt_consolidation,17.97,9,1,1
625,43420.54,17699.53,10.8,1,RENT,home_improvement,17.11,10,0,0
635,130476.66,32298.6,6.32,3,RENT,debt_consolidation,7.53,7,0,0
708,43976.56,100000.0,5.91,1,MORTGAGE,credit_card,8.63,11,0,0
787,46455.43,13804.69,43.95,5,MORTGAGE,debt_consolidation,19.87,10,1,0
764,74579.09,38230.66,27.73,0,RENT,credit_card,8.02,10,0,0
716,49545.83,8187.64,31.11,0,MORTGAGE,debt_consolidation,5.13,11,1,0
573,44024.61,32157.94,14.39,0,OWN,debt_consolidation,24.99,10,1,0
573,77911.04,7591.19,2.77,0,RENT,credit_card,10.8,4,0,0
722,62065.38,13188.62,48.41,0,MORTGAGE,debt_consolidation,22.82,15,1,0
572,56631.06,19454.12,2.7,22,RENT,major_purchase,13.28,5,0,0
661,45734.58,21719.42,41.13,6,OWN,debt_consolidation,24.26,15,0,0
704,41231.91,5481.94,33.25,1,MORTGAGE,credit_card,13.6,10,1,0
588,77542.81,7281.45,20.38,1,RENT,debt_consolidation,19.99,11,0,0
598,41430.34,20496.62,37.33,2,MORTGAGE,debt_consolidation,24.31,6,1,0
672,90728.47,10327.84,38.24,5,RENT,debt_consolidation,10.65,11,0,0
720,29039.92,5023.37,43.91,1,MORTGAGE,other,5.59,8,0,0
764,100397.44,12712.19,27.25,6,RENT,major_purchase,13.97,8,0,0
728,62070.12,12292.2,10.69,5,MORTGAGE,major_purchase,20.23,10,0,0
685,30204.09,15121.01,28.63,5,RENT,debt_consolidation,16.28,9,0,0
620,63227.17,19350.41,4.97,5,MORTGAGE,credit_card,21.71,13,2,1
594,35413.51,18507.96,18.81,2,MORTGAGE,major_purchase,10.33,7,0,0
639,49847.02,7803.12,30.52,9,RENT,debt_consolidation,6.36,5,0,0
712,38433.56,10020.82,12.59,3,MORTGAGE,debt_consolidation,9.42,8,1,0
706,45868.96,25577.08,43.25,4,RENT,credit_card,9.57,15,0,1
512,78489.13,9134.11,48.8,1,RENT,major_purchase,11.71,11,0,1
617,63529.26,10131.81,3.8,8,RENT,debt_consolidation,11.24,11,0,0
776,27926.11,4661.12,10.29,7,MORTGAGE,debt_consolidation,9.68,10,0,0
686,28737.32,13094.19,23.65,0,RENT,credit_card,7.44,5,2,0
566,56127.87,17012.26,1.9,1,MORTGAGE,debt_consolidation,15.44,12,1,0
850,58197.26,3351.47,4.65,5,MORTGAGE,debt_consolidation,19.23,9,0,0
677,34988.6,6315.89,45.03,6,RENT,debt_consolidation,23.17,12,0,0
710,108625.1,4938.37,2.28,2,RENT,home_improvement,10.52,10,1,0
711,73625.56,23198.59,12.37,23,MORTGAGE,debt_consolidation,18.21,8,0,0
650,35854.05,3502.93,21.18,3,RENT,home_improvement,15.55,11,0,1
621,34162.11,12643.78,1.02,0,RENT,credit_card,22.68,14,0,1
849,43743.28,22081.68,40.53,0,RENT,credit_card,18.9,10,0,0
760,41525.91,15236.9,41.5,2,RENT,home_improvement,8.66,15,0,0
745,91865.31,9818.55,19.73,5,MORTGAGE,credit_card,10.33,6,0,0
726,80198.61,17026.53,10.09,4,RENT,home_improvement,17.49,14,1,0
599,49887.95,27608.56,44.62,1,MORTGAGE,debt_consolidation,20.02,8,0,1
782,68799.57,12390.33,33.93,1,MORTGAGE,major_purchase,6.57,10,1,0
612,73975.38,2787.06,26.19,3,MORTGAGE,credit_card,17.93,8,0,1
702,50469.8,29834.27,19.62,5,MORTGAGE,credit_card,8.41,8,0,0
548,59952.59,17679.93,26.96,2,RENT,credit_card,23.86,10,0,1
516,65979.13,13053.96,12.48,8,RENT,debt_consolidation,24.28,13,0,0
705,62555.09,3340.05,22.48,1,RENT,home_improvement,22.18,11,0,0
615,33209.73,10842.01,34.29,4,MORTGAGE,debt_consolidation,22.21,13,0,0
520,34931.53,7238.48,20.57,23,MORTGAGE,credit_card,24.22,7,0,0
723,42433.89,5702.18,34.25,1,RENT,other,10.72,12,1,0
849,34429.46,12142.72,36.94,8,MORTGAGE,credit_card,15.45,9,1,0
791,23469.33,9180.37,37.69,4,RENT,debt_consolidation,7.68,13,0,1
659,68732.4,9613.57,28.46,3,MORTGAGE,other,14.12,15,0,0
680,58291.06,22420.67,9.22,2,RENT,credit_card,7.09,13,0,0
751,25092.31,15976.92,35.03,1,RENT,debt_consolidation,18.83,7,0,0
769,43457.63,9444.04,40.96,2,OWN,credit_card,6.51,9,0,0
652,44705.74,8641.51,4.71,0,MORTGAGE,debt_consolidation,22.19,15,1,0
682,53689.47,9716.68,44.8,1,MORTGAGE,credit_card,22.03,8,0,0
704,28539.34,11235.0,47.07,2,RENT,credit_card,24.31,15,0,1
724,24909.46,20107.24,33.41,22,MORTGAGE,major_purchase,5.54,10,0,0
669,63567.79,6439.51,5.55,3,OWN,debt_consolidation,21.37,12,0,0
670,22765.9,37082.76,32.68,1,RENT,home_improvement,10.86,12,1,0
790,43637.33,20117.4,17.8,3,MORTGAGE,home_improvement,8.92,9,1,0
776,41646.03,1965.4,15.18,4,RENT,other,20.01,9,0,0
718,46090.3,14182.22,1.84,8,MORTGAGE,debt_consolidation,7.4,15,0,0
817,55623.38,27681.39,36.24,3,RENT,debt_consolidation,22.52,9,0,0
649,109019.86,17537.45,28.33,0,MORTGAGE,other,22.51,12,0,1
809,22032.06,10010.21,22.54,0,RENT,other,16.12,9,0,0
723,75984.97,12800.45,19.43,7,RENT,home_improvement,13.45,10,1,0
850,20000.0,15135.89,20.59,0,RENT,debt_consolidation,22.79,12,0,0
584,98405.85,22895.87,22.65,5,MORTGAGE,other,19.25,14,0,0
624,20000.0,4961.35,23.87,3,MORTGAGE,credit_card,5.64,8,0,0
713,165743.6,8747.18,4.88,6,RENT,debt_consolidation,13.24,8,0,0
711,40340.7,42066.4,19.02,1,RENT,major_purchase,13.6,10,0,0
836,93450.91,13671.42,3.2,4,MORTGAGE,credit_card,22.12,8,0,1
626,84295.02,38930.43,38.8,0,RENT,debt_consolidation,22.66,9,0,1
752,39409.23,100000.0,26.11,0,RENT,home_improvement,15.87,16,0,0
772,40950.75,9467.08,39.98,2,RENT,major_purchase,7.25,11,0,0
736,32254.75,5778.52,21.47,1,RENT,major_purchase,17.18,11,1,0
603,72670.08,11093.65,7.65,1,MORTGAGE,debt_consolidation,14.21,14,0,1
792,39666.65,28833.55,14.98,4,OWN,debt_consolidation,13.46,7,0,0
778,32549.21,31800.18,11.69,0,RENT,home_improvement,24.69,8,0,0
727,64128.11,65537.92,22.0,11,RENT,home_improvement,24.92,16,1,0
696,31301.2,13019.92,39.45,8,RENT,major_purchase,13.19,9,1,1
698,41585.58,18800.52,5.83,0,MORTGAGE,credit_card,23.69,16,0,0
673,51717.57,8117.37,20.01,2,OWN,debt_consolidation,9.89,8,0,1
731,35553.19,2310.25,4.59,3,MORTGAGE,credit_card,8.87,12,0,0
682,38339.1,12994.0,19.57,4,MORTGAGE,debt_consolidation,18.13,6,0,0
612,105608.23,5957.3,29.13,3,OWN,credit_card,15.01,12,0,0
596,44262.03,20959.56,3.45,2,MORTGAGE,credit_card,19.92,10,0,0
